step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_norm,arm_sigma_min,arm_condition_number,manipulability_proxy,joint_limit_min_margin,singularity_avoidance_active,singularity_avoidance_singular_count,joint_limit_avoidance_enabled,joint_limit_avoidance_active_lower_count,joint_limit_avoidance_active_upper_count,solver_status,fail_reason,platform_x,platform_y,platform_psi,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6
11,0.19999999999999998,0.057925120819194986,0.010002944279991686,0.24895521021691575,0.05771603938719139,0.010002371411802463,0.24887369583402444,0.00022441026715546805,0.14308494904053343,5.590263690661342,0.027362217179313426,2.0203511751779906,False,0,False,0,0,min_task,none,-5.555750763097004e-05,-8.022103383947741e-07,1.3419051053960469e-05,-5.555750763097004e-05,-8.022103383947741e-07,1.3419051053960469e-05,4.558609656818706e-05,0.5796060632396803,0.9216519287973058,-3.647534113589164e-05,5.146258803787723e-06,3.162648918826768e-05,4.558609656818706e-05,0.5796060632396803,0.9216519287973058,-3.647534113589164e-05,5.146258803787723e-06,3.162648918826768e-05
12,0.21999999999999997,0.058190792464722335,0.010003077437775664,0.24906497424640528,0.05793887058594139,0.010002371411802463,0.24896654216683695,0.00027046997202895414,0.14313128083055796,5.58798595329912,0.0273753548293202,2.019940724792487,False,0,False,0,0,min_task,none,-7.16770072188258e-05,-1.0124461478340789e-06,1.5793349919624017e-05,-7.16770072188258e-05,-1.0124461478340789e-06,1.5793349919624017e-05,5.6500873967093036e-05,0.5794917213689432,0.922139573254535,-4.6187730706122424e-05,6.459570365303813e-06,4.0154478367403315e-05,5.6500873967093036e-05,0.5794917213689432,0.922139573254535,-4.6187730706122424e-05,6.459570365303813e-06,4.0154478367403315e-05
13,0.23999999999999996,0.05850146411024974,0.010003224384381289,0.24919348795205087,0.058203323747191386,0.010002371411802463,0.24907673098402444,0.00032018837147765723,0.1431863096301809,5.585282220438055,0.027390992026414148,2.019453080335258,False,0,False,0,0,min_task,none,-9.048022471897478e-05,-1.2505156885270134e-06,1.8205980689602394e-05,-9.048022471897478e-05,-1.2505156885270134e-06,1.8205980689602394e-05,6.863591560128592e-05,0.5793577671269903,0.9227095552888688,-5.723753639656959e-05,7.957952150807089e-06,4.988782518089067e-05,6.863591560128592e-05,0.5793577671269903,0.9227095552888688,-5.723753639656959e-05,7.957952150807089e-06,4.988782518089067e-05
14,0.25999999999999995,0.05885999299128278,0.010003384435224002,0.2493419546597619,0.05851243580844139,0.010002371411802463,0.24920552767621193,0.00037337560632911475,0.1432506069761991,5.582125242393184,0.02740931520702113,2.018883098300924,False,0,False,0,0,min_task,none,-0.00011213621183165129,-1.5167232135777578e-06,2.064634791364794e-05,-0.00011213621183165129,-1.5167232135777578e-06,2.064634791364794e-05,8.201118954498078e-05,0.5792026131964204,0.9233666659850599,-6.965299578075172e-05,9.6527290838638e-06,6.0857796320699455e-05,8.201118954498078e-05,0.5792026131964204,0.9233666659850599,-6.965299578075172e-05,9.6527290838638e-06,6.0857796320699455e-05
15,0.27999999999999997,0.05926912263810978,0.010003556815748486,0.2495115286246214,0.058869124907191386,0.010002371411802463,0.24935414813402443,0.00042984672703525465,0.14332470230074393,5.578490052623822,0.027430506287819824,2.0182259876047333,False,0,False,0,0,min_task,none,-0.00013680973053403162,-1.8111925422221568e-06,2.3119544330799625e-05,-0.00013680973053403162,-1.8111925422221568e-06,2.3119544330799625e-05,9.66573117918489e-05,0.5790246019950416,0.9241153352263953,-8.345636570144423e-05,1.1556563390171623e-05,7.309036221015238e-05,9.66573117918489e-05,0.5790246019950416,0.9241153352263953,-8.345636570144423e-05,1.1556563390171623e-05,7.309036221015238e-05
16,0.3,0.059731485061225095,0.010003740761427342,0.24970331608552201,0.05927619173094139,0.010002371411802463,0.24952375931058693,0.000489422646742375,0.1434090817033436,5.574354046982812,0.027454743182405924,2.0174773183633974,False,0,False,0,0,min_task,none,-0.0001646618148246411,-2.133868274089984e-06,2.564644853243384e-05,-0.0001646618148246411,-2.133868274089984e-06,2.564644853243384e-05,0.0001126157094064136,0.578821993296416,0.9249596217938545,-9.866463858178931e-05,1.3683887698375786e-05,8.660676793942798e-05,0.0001126157094064136,0.578821993296416,0.9249596217938545,-9.866463858178931e-05,1.3683887698375786e-05,8.660676793942798e-05
17,0.32,0.06024960242251124,0.01000393562553253,0.2499183761162308,0.05973632086719139,0.010002371411802463,0.24971547978402445,0.0005519305422052203,0.14350418661632813,5.569697065344672,0.02748220028177511,2.0166330317959384,False,0,False,0,0,min_task,none,-0.00019585029039474776,-2.4845151091040823e-06,2.8262960519689293e-05,-0.00019585029039474776,-2.4845151091040823e-06,2.8262960519689293e-05,0.00012993784987275442,0.578592952345098,0.9259032028843012,-0.000115290147017962,1.6051353238775598e-05,0.00010142400081412547,0.00012993784987275442,0.578592952345098,0.9259032028843012,-0.000115290147017962,1.6051353238775598e-05,0.00010142400081412547
18,0.34,0.06082588837727006,0.010004140987614166,0.25015772133876224,0.06025208215344139,0.010002371411802463,0.24993038031996193,0.0006172038988310367,0.14361041243008932,5.564501471720042,0.027513048910784432,2.0156894507054917,False,0,False,0,0,min_task,none,-0.00023053026050418794,-2.8627166043900653e-06,3.1018501334957984e-05,-0.00023053026050418794,-2.8627166043900653e-06,3.1018501334957984e-05,0.00014868371733785262,0.5783355384644254,0.9269493634732843,-0.00013334107641272875,1.8678274006192816e-05,0.00011755517068522426,0.00014868371733785262,0.5783355384644254,0.9269493634732843,-0.00013334107641272875,1.8678274006192816e-05,0.00011755517068522426
19,0.36000000000000004,0.06146264921366979,0.010004356756891507,0.25042231854589914,0.06082593202719139,0.010002371411802463,0.2501694844340244,0.0006850823346719512,0.14372810713170472,5.55875222965081,0.027547457768562343,2.0146432901165086,False,0,False,0,0,min_task,none,-0.0002688545620755108,-3.2678744648360882e-06,3.3973922506851976e-05,-0.0002688545620755108,-3.2678744648360882e-06,3.3973922506851976e-05,0.00016891972576903776,0.578047694192549,0.9281009858598959,-0.00015282190478904515,2.1587050711188177e-05,0.0001350098195342659,0.00016891972576903776,0.578047694192549,0.9281009858598959,-0.00015282190478904515,2.1587050711188177e-05,0.0001350098195342659
20,0.38000000000000006,0.062162084875527705,0.010004583266097322,0.2507130892657785,0.06146021487594139,0.010002371411802463,0.25043376895433694,0.0007554112952574461,0.14385757000021301,5.5524369702449015,0.02758559335775456,2.0134916677298973,False,0,False,0,0,min_task,none,-0.0003109741933224029,-3.6992092348488294e-06,3.719898322656525e-05,-0.0003109741933224029,-3.6992092348488294e-06,3.719898322656525e-05,0.00019071626138129785,0.5777272350030879,0.9293605396621918,-0.00017373378887401223,2.4803561711664632e-05,0.00015379417749309166,0.00019071626138129785,0.5777272350030879,0.9293605396621918,-0.00017373378887401223,2.4803561711664632e-05,0.00015379417749309166
21,0.4000000000000001,0.06292628992593116,0.010004821352567275,0.2510309102914413,0.06215716438719139,0.010002371411802463,0.2507241645840244,0.0008280416810585006,0.14399905039371141,5.545546050684599,0.027627620405206763,2.012232113927601,False,0,False,0,0,min_task,none,-0.0003570387125406863,-4.155763030937105e-06,4.076955732271953e-05,-0.0003570387125406863,-4.155763030937105e-06,4.076955732271953e-05,0.00021414504125247228,0.577371839677039,0.9307300724777183,-0.00019607491526208554,2.8357511442807545e-05,0.00017391138290144973,0.00021414504125247228,0.577371839677039,0.9307300724777183,-0.00019607491526208554,2.8357511442807545e-05,0.00017391138290144973
22,0.4200000000000001,0.06375725448968407,0.01000507242449227,0.25137661419092333,0.06291890489844139,0.010002371411802463,0.25104155646371196,0.0009028294485507072,0.14415274665694502,5.53807260145032,0.0276737022749599,2.0108625811120744,False,0,False,0,0,min_task,none,-0.0004071966067591589,-4.636404731737474e-06,4.476472862645021e-05,-0.0004071966067591589,-4.636404731737474e-06,4.476472862645021e-05,0.0002392764624062188,0.5769790413947575,0.9322112013799152,-0.00021984083460403937,3.228272997177398e-05,0.0001953616838149755,0.0002392764624062188,0.5769790413947575,0.9322112013799152,-0.00021984083460403937,3.228272997177398e-05,0.0001953616838149755
23,0.4400000000000001,0.06465686519866612,0.010005338511205277,0.2517509898084387,0.06374745274719139,0.010002371411802463,0.2513867847340244,0.0009796352110889245,0.14431880517264786,5.530012560866907,0.02772400137309582,2.009381452209878,False,0,False,0,0,min_task,none,-0.0004615956283867748,-5.139837823839186e-06,4.926392248503602e-05,-0.0004615956283867748,-5.139837823839186e-06,4.926392248503602e-05,0.00026617709605880965,0.5765462196161828,0.9338051053870776,-0.0002450247949443179,3.661742001548529e-05,0.00021814263722826462,0.00026617709605880965,0.5765462196161828,0.9338051053870776,-0.0002450247949443179,3.661742001548529e-05,0.00021814263722826462
24,0.46000000000000013,0.06562690615490935,0.01000562229716616,0.2521547827632393,0.0646447176209414,0.010002371411802463,0.25176064509808693,0.0010583238557292072,0.14449731957551312,5.52136469590315,0.027778679542917493,2.007787548202715,False,0,False,0,0,min_task,none,-0.0005203830978860821,-5.6646109005405935e-06,5.434420479337181e-05,-0.0005203830978860821,-5.6646109005405935e-06,5.434420479337181e-05,0.00029490745747449466,0.5760705928114029,0.9355125190098647,-0.0002716180877804929,4.140435018012487e-05,0.00024224932031846621,0.00029490745747449466,0.5760705928114029,0.9355125190098647,-0.0002716180877804929,4.140435018012487e-05,0.00024224932031846621
25,0.48000000000000015,0.06666905992020461,0.010005927139951328,0.2525886959504213,0.0656125039071914,0.010002371411802463,0.25216388938402445,0.0011387641857254522,0.14468833014362092,5.512130608468639,0.02783789844805613,2.0060801345799284,False,0,False,0,0,min_task,none,-0.0005837061705557797,-6.2091306260549745e-06,6.0077858583100166e-05,-0.0005837061705557797,-6.2091306260549745e-06,6.0077858583100166e-05,0.00032552015351156217,0.5755492120971527,0.9373337269600911,-0.000299610417012764,4.669099521324692e-05,0.00026767456514043567,0.00032552015351156217,0.5755492120971527,0.9373337269600911,-0.000299610417012764,4.669099521324692e-05,0.00026767456514043567
26,0.5000000000000001,0.0677849085360837,0.010006257073039336,0.2530533900461561,0.0666525120434414,0.010002371411802463,0.25259722610746194,0.0012208285931599142,0.144891823378892,5.5023147267304315,0.027901819940403295,2.004258926629702,False,0,False,0,0,min_task,none,-0.0006517120655922322,-6.771676815064844e-06,6.653032356456417e-05,-0.0006517120655922322,-6.771676815064844e-06,6.653032356456417e-05,0.0003580584792580469,0.5749789558285388,0.9392685600829911,-0.00032899029685253055,5.252962574581197e-05,0.00029440922454321554,0.0003580584792580469,0.5749789558285388,0.9392685600829911,-0.00032899029685253055,5.252962574581197e-05,0.00029440922454321554
27,0.5200000000000001,0.06897593457596313,0.010006616794584906,0.25354948401831845,0.0677663398671914,0.010002371411802463,0.25306132103402446,0.0013043927637020815,0.14510773178513695,5.4919242812384965,0.027970606409128414,2.002324093506802,False,0,False,0,0,min_task,none,-0.0007245482560534553,-7.3504191508631395e-06,7.375855837977641e-05,-0.0007245482560534553,-7.3504191508631395e-06,7.375855837977641e-05,0.00039255550499028044,0.5743565251839715,0.9413163925544573,-0.00035974548061489995,5.8977351523461355e-05,0.0003224424731717534,0.00039255550499028044,0.5743565251839715,0.9413163925544573,-0.00035974548061489995,5.8977351523461355e-05,0.0003224424731717534
28,0.5400000000000001,0.07024352222899569,0.010007011643655478,0.25407755564293044,0.0689554839659414,0.010002371411802463,0.2535567977418369,0.0013893354132083768,0.1453359338492274,5.4809692659149105,0.028044421106500607,2.0002762610353355,False,0,False,0,0,min_task,none,-0.000802362618571664,-7.943434962232317e-06,8.18098586471793e-05,-0.000802362618571664,-7.943434962232317e-06,8.18098586471793e-05,0.0004290336644193335,0.5736784407746075,0.9434761403702309,-0.00039186341777669377,6.609612327079038e-05,0.0003517621430380356,0.0004290336644193335,0.5736784407746075,0.9434761403702309,-0.00039186341777669377,6.609612327079038e-05,0.0003517621430380356
29,0.5600000000000002,0.07158895841398813,0.010007447565627079,0.2546381420263404,0.0702213410271914,0.010002371411802463,0.2540842381840244,0.0014755380545884837,0.14557625422854,5.469462384190446,0.02812342844579099,1.998116513219562,False,0,False,0,0,min_task,none,-0.0008853035420136972,-8.548727413115923e-06,9.072113863170058e-05,-0.0008853035420136972,-8.548727413115923e-06,9.072113863170058e-05,0.0004675048277812823,0.5729410403011933,0.9457462611395607,-0.0004253317324583595,7.395269927017384e-05,0.0003823550889095062,0.0004675048277812823,0.5729410403011933,0.9457462611395607,-0.0004253317324583595,7.395269927017384e-05,0.0003823550889095062
30,0.5800000000000002,0.07301343392129273,0.010007931068592612,0.2552317401325874,0.0715652091884414,0.010002371411802463,0.25464418325121196,0.0015628847927718656,0.14582846414543016,5.457418980793468,0.028207794266149087,1.995846392450232,False,0,False,0,0,min_task,none,-0.0009735199947198454,-9.164243428800969e-06,0.00010051866152037086,-0.0009735199947198454,-9.164243428800969e-06,0.00010051866152037086,0.0005079708196427825,0.5721404772717769,0.9481247551816517,-0.00046013871279680126,8.261858347265836e-05,0.00041420757490161306,0.0005079708196427825,0.5721404772717769,0.9481247551816517,-0.00046013871279680126,8.261858347265836e-05,0.00041420757490161306
31,0.6000000000000002,0.07451804458039168,0.010008469172757524,0.25585880731523764,0.0729882893871914,0.010002371411802463,0.2552371333340244,0.0016512621453692274,0.1460922819871344,5.444856959905104,0.028297686059039873,1.993467898408141,False,0,False,0,0,min_task,none,-0.001067161550337692,-9.787890683482099e-06,0.00011121818342830651,-0.001067161550337692,-9.787890683482099e-06,0.00011121818342830651,0.0005504243217192414,0.5712727207854995,0.9506091679113862,-0.000496273797596253,9.21699424257646e-05,0.0004473056703017513,0.0005504243217192414,0.5712727207854995,0.9506091679113862,-0.000496273797596253,9.21699424257646e-05,0.0004473056703017513
32,0.6200000000000002,0.07610379245060228,0.010009069354857195,0.256519761852912,0.0744916867109414,0.010002371411802463,0.25586354888558693,0.0017405588863276774,0.14636737410738723,5.431796690578579,0.028393273150616998,1.9909834856784068,False,0,False,0,0,min_task,none,-0.0011663783725867904,-1.0417553004826676e-05,0.0001228254600773995,-0.0011663783725867904,-1.0417553004826676e-05,0.0001228254600773995,0.0005948500861074599,0.5703335563806148,0.9531965934903799,-0.0005337280443289703,0.00010268750845334917,0.0004816356399785363,0.0005948500861074599,0.5703335563806148,0.9531965934903799,-0.0005337280443289703,0.00010268750845334917,0.0004816356399785363
33,0.6400000000000002,0.07777158703234369,0.010009739489641102,0.2572149834880044,0.0760764117471914,0.010002371411802463,0.2565238509840244,0.001830665909995551,0.14665335582411215,5.418260900480816,0.028494726834287866,1.988396060099413,False,0,False,0,0,min_task,none,-0.0012713211595577964,-1.1051103608453404e-05,0.0001353370529999243,-0.0012713211595577964,-1.1051103608453404e-05,0.0001353370529999243,0.000641226374394061,0.5693185879390774,0.9558836797116249,-0.000572494561140357,0.00011425647636919776,0.0005171843128955384,0.000641226374394061,0.5693185879390774,0.9558836797116249,-0.000572494561140357,0.00011425647636919776,0.0005171843128955384
34,0.6600000000000003,0.07952224649690837,0.010010487790461233,0.25794481396768687,0.07774338193344141,0.010002371411802463,0.25721842189496197,0.0019214761133250146,0.14694979260589855,5.40427455914464,0.028602220447729882,1.9857089738781681,False,0,False,0,0,min_task,none,-0.0013821410485723576,-1.1686415661133157e-05,0.00014874136496567352,-0.0013821410485723576,-1.1686415661133157e-05,0.00014874136496567352,0.0006895265340550133,0.5682232406312919,0.9586666340751212,-0.0006125688853033516,0.00012696640064360353,0.0005539394115361481,0.0006895265340550133,0.5682232406312919,0.9586666340751212,-0.0006125688853033516,0.00012696640064360353,0.0005539394115361481
35,0.6800000000000003,0.08135649893234571,0.010011322750895599,0.25870955758663977,0.07949342290719141,0.010002371411802463,0.25794760563402447,0.0020128842937612136,0.14725620143803966,5.389864752046469,0.02871592938869565,1.9829260195146716,False,0,False,0,0,min_task,none,-0.0014989894827544788,-1.23213697687747e-05,0.00016301983067567203,-0.0014989894827544788,-1.23213697687747e-05,0.00016301983067567203,0.0007397206232633907,0.5670427648811175,0.9615412310066072,-0.0006539492909816226,0.00014091109909235652,0.0005918898250317117,0.0007397206232633907,0.5670427648811175,0.9615412310066072,-0.0006539492909816226,0.00014091109909235652,0.0005918898250317117
36,0.7000000000000003,0.08327498360392491,0.010012253089213682,0.2595094817309053,0.08132726985594141,0.010002371411802463,0.25871170852933695,0.0021047870611472885,0.14757205235759335,5.375060546902872,0.028836031064166084,1.9800514225831858,False,0,False,0,0,min_task,none,-0.0016220180407845019,-1.2953858102113401e-05,0.00017814818974759255,-0.0016220180407845019,-1.2953858102113401e-05,0.00017814818974759255,0.0007917770001901629,0.5657722413244998,0.9645028201646133,-0.0006966370107591858,0.00015618856813557394,0.0006310258099101017,0.0007917770001901629,0.5657722413244998,0.9645028201646133,-0.0006966370107591858,0.00015618856813557394,0.0006310258099101017
37,0.7200000000000003,0.08527825222717603,0.010013287697276278,0.2603448174223961,0.08324556886719142,0.010002371411802463,0.2595109997840245,0.0021970827615969595,0.1478967701454837,5.359892853645939,0.02896270476776736,1.9770898334251796,False,0,False,0,0,min_task,none,-0.0017513782313545786,-1.358178499253884e-05,0.00019409777294788713,-0.0017513782313545786,-1.358178499253884e-05,0.00019409777294788713,0.0008456638007570397,0.5644065867325754,0.9675463357769692,-0.000740636357480324,0.00017290091322043038,0.0006713391041044832,0.0008456638007570397,0.5644065867325754,0.9675463357769692,-0.000740636357480324,0.00017290091322043038,0.0006713391041044832
38,0.7400000000000003,0.0873667702521162,0.010014435595193962,0.2612157598638122,0.08524887827844142,0.010002371411802463,0.26034571203871193,0.0022896714119363545,0.14822973616255813,5.344394279570139,0.029096131480818292,1.9740463178128236,False,0,False,0,0,min_task,none,-0.001887221253984929,-1.4203063956514161e-05,0.00021083673984314223,-0.001887221253984929,-1.4203063956514161e-05,0.00021083673984314223,0.0009013502401316408,0.5629405608663145,0.9706663069448331,-0.0007859547358195889,0.00019115429637473177,0.000712822942396434,0.0009013502401316408,0.5629405608663145,0.9706663069448331,-0.0007859547358195889,0.00019115429637473177,0.000712822942396434
39,0.7600000000000003,0.08954091815813942,0.010015705892765665,0.2621224689835848,0.08733767002719142,0.010002371411802463,0.2612160419340245,0.002382454644076788,0.14857029031557553,5.328598981151168,0.029236493592994257,1.9709263466449598,False,0,False,0,0,min_task,none,-0.0020296977280652483,-1.481561123396528e-05,0.0002283312158234462,-0.0020296977280652483,-1.481561123396528e-05,0.0002283312158234462,0.0009588076871521805,0.5613687742245401,0.9738568688478957,-0.0008326025364619296,0.00021105890110640504,0.0007554719646329762,0.0009588076871521805,0.5613687742245401,0.9738568688478957,-0.0008326025364619296,0.00021105890110640504,0.0007554719646329762
40,0.7800000000000004,0.09180099275749934,0.010017107758322855,0.2630650699805978,0.08951233100094144,0.010002371411802463,0.262122150673087,0.0024753356573030986,0.1489177331380515,5.3125425140349565,0.029383974539318694,1.9677357847418973,False,0,False,0,0,min_task,none,-0.0021789573917171895,-1.541733603624719e-05,0.0002465462867666346,-0.0021789573917171895,-1.541733603624719e-05,0.0002465462867666346,0.001018010474600636,0.5596856966492938,0.9771117747847455,-0.0008805929089473145,0.0002327289127891526,0.0007992820111120387,0.001018010474600636,0.5596856966492938,0.9771117747847455,-0.0008805929089473145,0.0002327289127891526,0.0007992820111120387
41,0.8000000000000004,0.09414720850712907,0.010018650395213012,0.2640436538687614,0.09177316438719142,0.010002371411802463,0.26306416458402443,0.0025682191782684595,0.14927132797042258,5.296261682650944,0.029538758350970154,1.9644808788050474,False,0,False,0,0,min_task,none,-0.002335148772239743,-1.6006127810951065e-05,0.00026544682184791255,-0.002335148772239743,-1.6006127810951065e-05,0.00026544682184791255,0.0010789364240358426,0.5578856667482228,0.9804244089819997,-0.0009299414130768057,0.0002562825108011774,0.0008442498032143454,0.0010789364240358426,0.5578856667482228,0.9804244089819997,-0.0009299414130768057,0.0002562825108011774,0.0008442498032143454
42,0.8200000000000004,0.09657969882823236,0.01002034302573328,0.26505827802128,0.09412039102344144,0.010002371411802463,0.26404217568246197,0.002661011428116071,0.14963030322348958,5.279794390849654,0.02970102911839975,1.9611682446077934,False,0,False,0,0,min_task,none,-0.0024984188298047805,-1.6579840923277635e-05,0.00028499810695361676,-0.0024984188298047805,-1.6579840923277635e-05,0.00028499810695361676,0.0011415670787289069,0.555962902092578,0.9837878001049145,-0.0009806655522410484,0.0002818418668524555,0.0008903725107733801,0.0011415670787289069,0.555962902092578,0.9837878001049145,-0.0009806655522410484,0.0002818418668524555,0.0008903725107733801
